date,close
1995-12-15,13.0704345703125
1995-12-18,12.840554237365724
1995-12-19,12.57783031463623
1995-12-20,12.906224250793455
1995-12-21,12.742029190063477
1995-12-22,12.807710647583008
1995-12-26,12.77486801147461
1995-12-27,12.643505096435549
1995-12-28,12.643505096435549
1995-12-29,12.70919132232666
1996-01-02,12.742029190063477
1996-01-03,12.70919132232666
1996-01-04,12.840554237365724
1996-01-05,12.807710647583008
1996-01-08,13.10326862335205
1996-01-09,13.041699409484863
1996-01-10,12.676352500915527
1996-01-11,12.807710647583008
1996-01-12,13.037588119506836
1996-01-15,13.267480850219728
1996-01-16,13.333148002624512
1996-01-17,13.168951034545898
1996-01-18,13.20179271697998
1996-01-19,13.136109352111816
1996-01-22,13.136109352111816
1996-01-23,13.365985870361328
1996-01-24,13.267480850219728
1996-01-25,13.0704345703125
1996-01-26,13.234641075134276
1996-01-29,13.136109352111816
1996-01-30,13.037588119506836
1996-01-31,13.168951034545898
1996-02-01,13.234641075134276
1996-02-02,13.136109352111816
1996-02-05,13.136109352111816
1996-02-06,13.20179271697998
1996-02-07,13.234641075134276
1996-02-08,13.464518547058104
1996-02-09,13.333148002624512
1996-02-12,13.530195236206056
1996-02-13,13.628714561462402
1996-02-14,13.66155242919922
1996-02-15,13.595881462097168
1996-02-16,13.365985870361328
1996-02-20,13.365985870361328
1996-02-21,13.497357368469238
1996-02-22,13.760076522827148
1996-02-23,13.85859489440918
1996-02-26,13.924270629882812
1996-02-27,13.825761795043944
1996-02-28,13.70001220703125
1996-02-29,13.633825302124023
1996-03-01,13.865468978881836
1996-03-04,13.964741706848145
1996-03-05,13.89855670928955
1996-03-06,13.89855670928955
1996-03-07,13.799285888671877
1996-03-08,13.30290699005127
1996-03-11,13.104366302490234
1996-03-12,12.839625358581545
1996-03-13,12.839625358581545
1996-03-14,12.839625358581545
1996-03-15,12.47560691833496
1996-03-18,12.872715950012209
1996-03-19,13.236719131469728
1996-03-20,13.30290699005127
1996-03-21,13.336003303527832
1996-03-22,13.236719131469728
1996-03-25,13.269815444946287
1996-03-26,13.236719131469728
1996-03-27,13.203630447387695
1996-03-28,12.872715950012209
1996-03-29,12.971989631652832
1996-04-01,13.104366302490234
1996-04-02,13.03817367553711
1996-04-03,13.00507640838623
1996-04-04,12.938904762268066
1996-04-08,12.74034309387207
1996-04-09,12.47560691833496
1996-04-10,12.243971824645996
1996-04-11,12.045414924621582
1996-04-12,12.310148239135742
1996-04-15,12.376334190368652
1996-04-16,12.078510284423828
1996-04-17,12.376334190368652
1996-04-18,12.74034309387207
1996-04-19,12.707252502441406
1996-04-22,12.77344036102295
1996-04-23,12.57488250732422
1996-04-24,12.541805267333984
1996-04-25,12.409427642822266
1996-04-26,12.310148239135742
1996-04-29,12.47560691833496
1996-04-30,12.80652904510498
1996-05-01,12.839625358581545
1996-05-02,12.707252502441406
1996-05-03,12.57488250732422
1996-05-06,12.508702278137209
1996-05-07,12.310148239135742
1996-05-08,12.34324836730957
1996-05-09,12.376334190368652
1996-05-10,12.541805267333984
1996-05-13,12.971989631652832
1996-05-14,12.839625358581545
1996-05-15,13.07126522064209
1996-05-16,13.03817367553711
1996-05-17,13.369097709655762
1996-05-20,13.336003303527832
1996-05-21,13.567644119262695
1996-05-22,13.666914939880373
1996-05-23,13.666914939880373
1996-05-24,13.733102798461914
1996-05-28,13.70001220703125
1996-05-29,13.740028381347656
1996-05-30,13.806732177734377
1996-05-31,13.806732177734377
1996-06-03,13.806732177734377
1996-06-04,13.773366928100586
1996-06-05,14.106867790222168
1996-06-06,14.140220642089844
1996-06-07,14.040183067321776
1996-06-10,14.17357349395752
1996-06-11,14.040183067321776
1996-06-12,14.140220642089844
1996-06-13,14.140220642089844
1996-06-14,14.17357349395752
1996-06-17,14.17357349395752
1996-06-18,14.240273475646973
1996-06-19,14.17357349395752
1996-06-20,14.20692539215088
