Date,Open,High,Low,Close,Volume
1980-03-17,0.06899673491716385,0.07087834600192561,0.06899673491716385,0.06899673491716385,3600000
1980-03-18,0.06899675548099064,0.06962395936284338,0.06774234771728516,0.06774234771728516,3715200
1980-03-19,0.06899673491716385,0.07087834600192561,0.06899673491716385,0.06899673491716385,2016000
1980-03-20,0.07025115936994553,0.07213277091172218,0.07025115936994553,0.07025115936994553,3657600
1980-03-21,0.07275997847318649,0.07464231152387636,0.07275997847318649,0.07275997847318649,3024000
1980-03-24,0.07087834600192561,0.07087834600192561,0.06899673491716385,0.06899673491716385,2649600
1980-03-25,0.06899678519981815,0.06899678519981815,0.0671151727437973,0.0671151727437973,4320000
1980-03-26,0.06209752343435111,0.06209752343435111,0.060215190052986145,0.060215190052986145,3312000
1980-03-27,0.05770638309685448,0.05770638309685448,0.05519756674766541,0.055197566747665405,9993600
1980-03-28,0.061469573527574546,0.0639791098979927,0.061469573527574546,0.06146957352757454,6134400
1980-03-31,0.06836958974599838,0.07087840667320551,0.06836958974599838,0.06836958974599838,6134400
1980-04-01,0.0683695515991379,0.07025116324469613,0.06774234771728516,0.06774234771728516,3542400
1980-04-02,0.0668015312067193,0.0668015312067193,0.06397911161184311,0.06397911161184311,4147200
1980-04-03,0.06586074084043503,0.06868315582129289,0.06586074084043503,0.06586074084043503,4646400
1980-04-07,0.06397914724732943,0.06397914724732943,0.06115600466728211,0.061156004667282104,940800
1980-04-08,0.06397911161184311,0.0668015312067193,0.06397911161184311,0.06397911161184311,1152000
1980-04-09,0.06397913757473787,0.06586074960699256,0.06303833425045013,0.06303833425045013,2400000
1980-04-10,0.06303833425045013,0.06586074960699256,0.06303833425045013,0.06303833425045013,1152000
1980-04-11,0.06303833425045013,0.06586074960699256,0.06303833425045013,0.06303833425045013,1056000
1980-04-14,0.06303833425045013,0.06586074960699256,0.06303833425045013,0.06303833425045013,326400
1980-04-15,0.06303830178252504,0.06491991284565451,0.06209749355912208,0.062097493559122086,1094400
1980-04-16,0.06209749355912208,0.06491991284565451,0.06209749355912208,0.062097493559122086,960000
1980-04-17,0.06209749355912208,0.06491991284565451,0.06209749355912208,0.062097493559122086,979200
1980-04-18,0.06303833425045013,0.06586074960699256,0.06303833425045013,0.06303833425045013,576000
1980-04-21,0.06303834378080772,0.06397914724732943,0.06115600466728211,0.061156004667282104,3494400
1980-04-22,0.06774234771728516,0.07056476249378345,0.06774234771728516,0.06774234771728516,4051200
1980-04-23,0.06868315488100052,0.07150557520689711,0.06868315488100052,0.06868315488100052,1747200
1980-04-24,0.07056476175785065,0.07338790330144883,0.07056476175785065,0.07056476175785065,1056000
1980-04-25,0.0705647425581224,0.07244635367209558,0.06962393969297409,0.06962393969297409,2073600
1980-04-28,0.06962393969297409,0.07244635367209558,0.06962393969297409,0.06962393969297409,1075200
1980-04-29,0.07056476175785065,0.07338790330144883,0.07056476175785065,0.07056476175785065,902400
1980-04-30,0.07056476175785065,0.07338790330144883,0.07056476175785065,0.07056476175785065,96000
1980-05-01,0.0705647425581224,0.07244635367209558,0.06962393969297409,0.06962393969297409,844800
1980-05-02,0.06962393969297409,0.07244635367209558,0.06962393969297409,0.06962393969297409,1171200
1980-05-05,0.06962393969297409,0.07244635367209558,0.06962393969297409,0.06962393969297409,633600
1980-05-06,0.06962393969297409,0.07244635367209558,0.06962393969297409,0.06962393969297409,192000
1980-05-07,0.06962393969297409,0.07244635367209558,0.06962393969297409,0.06962393969297409,10272000
1980-05-08,0.06962395936284338,0.07056476249378345,0.06774234771728516,0.06774234771728516,13056000
1980-05-09,0.06774234771728516,0.07056476249378345,0.06774234771728516,0.06774234771728516,5625600
1980-05-12,0.06868315488100052,0.07150557520689711,0.06868315488100052,0.06868315488100052,2841600
1980-05-13,0.06962393969297409,0.07244635367209558,0.06962393969297409,0.06962393969297409,1632000
1980-05-14,0.07056476175785065,0.07338790330144883,0.07056476175785065,0.07056476175785065,3398400
1980-05-15,0.0715055912733078,0.07432873364643633,0.0715055912733078,0.0715055912733078,3340800
1980-05-16,0.0715055912733078,0.07432873364643633,0.0715055912733078,0.0715055912733078,2880000
1980-05-19,0.07150555080694727,0.07244635367209558,0.06962393969297409,0.06962393969297409,2457600
1980-05-20,0.06962396345085886,0.07150557520689711,0.06868315488100052,0.06868315488100052,1593600
1980-05-21,0.06868315084822522,0.07056476249378345,0.06774234771728516,0.06774234771728516,1574400
1980-05-22,0.0715055912733078,0.07432873364643633,0.0715055912733078,0.0715055912733078,2841600
1980-05-23,0.0743286982178688,0.07715111244895251,0.0743286982178688,0.0743286982178688,4070400
1980-05-27,0.07621034979820251,0.07903276552171865,0.07621034979820251,0.07621034979820251,4992000
1980-05-28,0.0771511122584343,0.07997352648254828,0.0771511122584343,0.0771511122584343,3168000
1980-05-29,0.07903274148702621,0.08185515635221614,0.07903274148702621,0.07903274148702621,5203200
1980-05-30,0.07903274148702621,0.08185515635221614,0.07903274148702621,0.07903274148702621,2323200
1980-06-02,0.07903272353573597,0.07997352648254828,0.0771511122584343,0.0771511122584343,1516800
1980-06-03,0.07715111244895251,0.07715111244895251,0.0743286982178688,0.0743286982178688,2438400
1980-06-04,0.0771511122584343,0.07997352648254828,0.0771511122584343,0.0771511122584343,2592000
1980-06-05,0.07903274148702621,0.08185515635221614,0.07903274148702621,0.07903274148702621,3148800
1980-06-06,0.07903272353573597,0.07997352648254828,0.0771511122584343,0.0771511122584343,2707200
1980-06-09,0.07809191942214966,0.08091433360409386,0.07809191942214966,0.07809191942214966,2956800
1980-06-10,0.07809192058892366,0.07997352648254828,0.0771511122584343,0.0771511122584343,883200
1980-06-11,0.07809191942214966,0.08091433360409386,0.07809191942214966,0.07809191942214966,4108800
1980-06-12,0.07903274148702621,0.08185515635221614,0.07903274148702621,0.07903274148702621,2707200
1980-06-13,0.07997354865074158,0.0827959690408908,0.07997354865074158,0.07997354865074158,1382400
1980-06-16,0.0799735446475301,0.08185515635221614,0.07903274148702621,0.07903274148702621,2457600
1980-06-17,0.07903274148702621,0.08185515635221614,0.07903274148702621,0.07903274148702621,2323200
1980-06-18,0.07903272353573597,0.07997352648254828,0.0771511122584343,0.0771511122584343,3417600
1980-06-19,0.07715112440572236,0.0780919328843401,0.07526951283216476,0.07526951283216476,2092800
1980-06-20,0.07526950116700436,0.07715111244895251,0.0743286982178688,0.0743286982178688,2150400
1980-06-23,0.07432873751043902,0.07526954095691364,0.07244639843702316,0.07244639843702316,1209600
1980-06-24,0.07338791340589523,0.07621033392524226,0.07338791340589523,0.07338791340589523,2438400
1980-06-25,0.0743286982178688,0.07715111244895251,0.0743286982178688,0.0743286982178688,3705600
1980-06-26,0.0771511122584343,0.07997352648254828,0.0771511122584343,0.0771511122584343,7180800
1980-06-27,0.0771511532448146,0.07903276552171865,0.07621034979820251,0.07621034979820251,1324800
1980-06-30,0.07621030949981697,0.07715111244895251,0.0743286982178688,0.0743286982178688,1785600
1980-07-01,0.07432872204023717,0.07621033392524226,0.07338791340589523,0.07338791340589523,8121600
1980-07-02,0.07338791340589523,0.07621033392524226,0.07338791340589523,0.07338791340589523,3244800
1980-07-03,0.07338791340589523,0.07621033392524226,0.07338791340589523,0.07338791340589523,3417600
1980-07-07,0.07621034979820251,0.0771511532448146,0.07621034979820251,0.07621034979820251,9600000
1980-07-08,0.07809191942214966,0.07997352528766116,0.07809191942214966,0.07809191942214966,5222400
1980-07-09,0.08091436326503754,0.08279597520397233,0.08091436326503754,0.08091436326503754,7814400
1980-07-10,0.08373679220676422,0.08467832243537314,0.08373679220676422,0.08373679220676422,6028800
1980-07-11,0.08561909943819046,0.08750071098640434,0.08561909943819046,0.08561909943819046,4665600
1980-07-14,0.0922047570347786,0.09408637448201415,0.0922047570347786,0.0922047570347786,8140800
1980-07-15,0.09314554184675217,0.09408635032885246,0.09314554184675217,0.09314554184675217,9638400
1980-07-16,0.09314556575839637,0.09314556575839637,0.0922047570347786,0.0922047570347786,3187200
1980-07-17,0.09596873074769974,0.09785033776883546,0.09596873074769974,0.09596873074769974,3436800
1980-07-18,0.09690945595502853,0.09785026414136518,0.09690945595502853,0.09690945595502853,5664000
1980-07-21,0.09785029292106628,0.09879110138411325,0.09785029292106628,0.09785029292106628,3571200
1980-07-22,0.09785029292106628,0.09879110138411325,0.09785029292106628,0.09785029292106628,3648000
1980-07-23,0.09785026414136518,0.09785026414136518,0.09690945595502853,0.09690945595502853,4300800
1980-07-24,0.09785029292106628,0.09879110138411325,0.09785029292106628,0.09785029292106628,4166400
1980-07-25,0.09785029292106628,0.09879110138411325,0.09785029292106628,0.09785029292106628,2937600
1980-07-28,0.09879110008478165,0.0997319085354548,0.09879110008478165,0.09879110008478165,1900800
1980-07-29,0.09879110008478165,0.1006727062187725,0.09879110008478165,0.09879110008478165,2476800
1980-07-30,0.10631754249334335,0.10819986997531317,0.10631754249334335,0.10631754249334335,4665600
1980-07-31,0.10631754249334335,0.1072590723244013,0.10631754249334335,0.10631754249334335,6643200
1980-08-01,0.11196307837963104,0.11384469497245905,0.11196307837963104,0.11196307837963104,7046400
1980-08-04,0.11196308369076531,0.11196308369076531,0.11102228611707687,0.11102228611707687,4684800
1980-08-05,0.11949028074741364,0.12043108932820705,0.11949028074741364,0.11949028074741364,11865600
1980-08-06,0.12607595324516296,0.12701676207942555,0.12607595324516296,0.12607595324516296,10444800
1980-08-07,0.122312651075335,0.122312651075335,0.1213718429207802,0.12137184292078018,10387200
1980-08-08,0.11949024128410089,0.11949024128410089,0.11854944378137587,0.11854944378137589,6624000
1980-08-11,0.11949028074741364,0.12137189790900048,0.11949028074741364,0.11949028074741364,2515200
1980-08-12,0.1166671454262105,0.1166671454262105,0.11572633683681488,0.11572633683681488,4742400
1980-08-13,0.11572633683681488,0.11760795401560611,0.11572633683681488,0.11572633683681488,8179200
1980-08-14,0.11666721105575563,0.11760802017439055,0.11666721105575563,0.11666721105575562,4396800
1980-08-15,0.11572633827418034,0.11572633827418034,0.11478552967309952,0.11478552967309952,3052800
1980-08-18,0.11384476144430664,0.11384476144430664,0.11290395259857178,0.11290395259857178,4780800
1980-08-19,0.11384472250938416,0.11478552026600598,0.11384472250938416,0.11384472250938416,6355200
1980-08-20,0.1176079660654068,0.11854949616419129,0.1176079660654068,0.1176079660654068,3513600
1980-08-21,0.1176079660654068,0.11854949616419129,0.1176079660654068,0.1176079660654068,3244800
1980-08-22,0.1213718429207802,0.12325344846253773,0.1213718429207802,0.12137184292078018,8966400
1980-08-25,0.11949024128410089,0.11949024128410089,0.11854944378137587,0.11854944378137589,4089600
1980-08-26,0.11949028074741364,0.12137189790900048,0.11949028074741364,0.11949028074741364,6739200
1980-08-27,0.11949029408262153,0.11949029408262153,0.1176079660654068,0.1176079660654068,2553600
1980-08-28,0.11760802017439055,0.11760802017439055,0.11666721105575563,0.11666721105575562,2380800
1980-08-29,0.1166671454262105,0.1166671454262105,0.11572633683681488,0.11572633683681488,2496000
1980-09-02,0.11666721105575563,0.11760802017439055,0.11666721105575563,0.11666721105575562,1574400
1980-09-03,0.12231269478797913,0.12325349251140826,0.12231269478797913,0.12231269478797913,4550400
1980-09-04,0.12607595324516296,0.12701676207942555,0.12607595324516296,0.12607595324516296,7123200
1980-09-05,0.12701670825481415,0.12795751669039968,0.12701670825481415,0.12701670825481415,4032000
1980-09-08,0.12701670825481415,0.12889832512598523,0.12701670825481415,0.12701670825481415,3897600
1980-09-09,0.12701670825481415,0.12795751669039968,0.12701670825481415,0.12701670825481415,9369600
1980-09-10,0.1279575228691101,0.12889833135012466,0.1279575228691101,0.1279575228691101,2246400
1980-09-11,0.13360311090946198,0.13454390880978856,0.13360311090946198,0.13360311090946198,5817600
1980-09-12,0.1345439851284027,0.13548479432975102,0.1345439851284027,0.1345439851284027,960000
1980-09-15,0.13078065006171816,0.13078065006171816,0.12889832258224487,0.12889832258224487,4377600
1980-09-16,0.12983988225460052,0.13078068012049868,0.12983988225460052,0.12983988225460052,2284800
1980-09-17,0.1326623409986496,0.13454394811636614,0.1326623409986496,0.1326623409986496,3820800
1980-09-18,0.1326623409986496,0.13454394811636614,0.1326623409986496,0.1326623409986496,2304000
1980-09-19,0.13736630976200104,0.13830711833185938,0.13736630976200104,0.13736630976200104,2956800
1980-09-22,0.13736630169645045,0.13736630169645045,0.1354846954345703,0.1354846954345703,2073600
1980-09-23,0.1336031499411884,0.1336031499411884,0.1326623409986496,0.1326623409986496,3321600
1980-09-24,0.13266225391416553,0.13266225391416553,0.1307806372642517,0.1307806372642517,2342400
1980-09-25,0.12983985241205406,0.12983985241205406,0.12889832258224487,0.12889832258224487,2227200
1980-09-26,0.12231268991659822,0.12231268991659822,0.12043107300996779,0.1204310730099678,4684800
