date,close
2022-09-07,21.516244888305664
2022-09-08,21.51373672485352
2022-09-09,22.33211326599121
2022-09-12,22.53963851928711
2022-09-13,20.768999099731445
2022-09-14,20.768999099731445
2022-09-15,19.928863525390625
2022-09-16,19.837656021118164
2022-09-19,19.763181686401367
2022-09-20,19.51041030883789
2022-09-21,19.146318435668945
2022-09-22,19.33966064453125
2022-09-23,18.99147224426269
2022-09-26,18.921165466308597
2022-09-27,18.747068405151367
2022-09-28,19.34468650817871
2022-09-29,18.89940071105957
2022-09-30,18.388830184936523
2022-10-03,19.234203338623047
2022-10-04,20.181684494018555
2022-10-05,20.229393005371094
2022-10-06,19.949831008911133
2022-10-07,18.448261260986328
2022-10-10,17.83976173400879
2022-10-11,17.381927490234375
2022-10-12,17.43465805053711
2022-10-13,18.431520462036133
2022-10-14,17.77782440185547
2022-10-17,18.726980209350582
2022-10-18,18.83913993835449
2022-10-19,18.6298885345459
2022-10-20,18.60896110534668
2022-10-21,19.287769317626957
2022-10-24,19.9205379486084
2022-10-25,20.31476783752441
2022-10-26,17.961963653564453
2022-10-27,17.426286697387695
2022-10-28,18.472530364990234
2022-10-31,18.020553588867188
2022-11-01,17.566064834594727
2022-11-02,16.639511108398438
2022-11-03,15.965725898742676
2022-11-04,16.7265567779541
2022-11-07,17.486549377441406
2022-11-08,17.603727340698242
2022-11-09,17.124963760375977
2022-11-10,19.20909309387207
2022-11-11,19.653539657592773
2022-11-14,19.037506103515625
2022-11-15,19.04001808166504
2022-11-16,19.14129447937012
2022-11-17,19.076005935668945
2022-11-18,19.00905036926269
2022-11-21,19.14548110961914
2022-11-22,19.493675231933597
2022-11-23,19.72803497314453
2022-11-25,19.76402282714844
2022-11-28,19.09442138671875
2022-11-29,18.912797927856445
2022-11-30,20.56000518798828
2022-12-01,20.61357307434082
2022-12-02,20.617759704589844
2022-12-05,20.041902542114254
2022-12-06,19.409971237182617
2022-12-07,19.318737030029297
2022-12-08,19.670276641845703
2022-12-09,19.42001342773437
2022-12-12,20.251155853271484
2022-12-13,20.807758331298828
2022-12-14,20.87220764160156
2022-12-15,19.85106468200684
2022-12-16,19.34468650817871
2022-12-19,18.829931259155277
2022-12-20,18.954435348510746
2022-12-21,19.20511817932129
2022-12-22,18.538867950439453
2022-12-23,18.389129638671875
2022-12-27,18.362211227416992
2022-12-28,18.085447311401367
2022-12-29,18.829933166503903
2022-12-30,18.66000366210937
2023-01-03,18.649072647094727
2023-01-04,17.407426834106445
2023-01-05,16.65032196044922
2023-01-06,16.900163650512695
2023-01-09,17.194599151611328
2023-01-10,17.34685707092285
2023-01-11,18.134241104125977
2023-01-12,18.467363357543945
2023-01-13,18.527929306030277
2023-01-17,18.64822769165039
2023-01-18,18.12834930419922
2023-01-19,17.6757755279541
2023-01-20,18.5876579284668
2023-01-23,18.87704086303711
2023-01-24,18.80805778503418
2023-01-25,18.607852935791016
2023-01-26,19.50795555114746
2023-01-27,19.50711441040039
