date,close,high,low,open,volume
2006-07-03,88.49463653564453,88.64004433727975,88.15533405534285,88.23842951065168,23914000
2006-07-05,87.98918151855469,88.25230930157072,87.6083338088427,88.14152060243948,69653400
2006-07-06,88.24536895751953,88.52926922811686,87.9960878363895,88.07917802146841,50100300
2006-07-07,87.67062377929688,88.32844563096198,87.44904118140428,88.07224388889777,81626500
2006-07-10,87.83684539794922,88.23846567211321,87.53217250284897,87.8991683357082,60964100
2006-07-11,88.22461700439453,88.22461700439453,87.20671973600999,87.67065765414713,73640800
2006-07-12,87.28289794921875,88.2176998230428,87.0543892983211,88.04458816926248,82561300
2006-07-13,85.86336517333984,87.02667549345783,85.86336517333984,86.86741047549425,102405700
2006-07-14,85.53096008300781,86.04337412135918,85.05317575393116,85.95335272608207,103242500
2006-07-17,85.40636444091797,85.93262535667928,85.27480317418902,85.53100504509963,81159000
2006-07-18,85.84257507324219,85.8979720492903,84.74850856955064,85.662537542559,122771000
2006-07-19,87.03361511230469,87.42830946420105,85.6694944608362,85.98801926386236,133565300
2006-07-20,86.43810272216797,87.45599997966235,86.32038807845785,87.33135939133757,112259800
2006-07-21,85.8287582397461,86.6873958703156,85.7387420791156,86.65969737097961,101560000
2006-07-24,87.3936767578125,87.46984629948084,86.16804871242263,86.16804871242263,92884000
2006-07-25,87.7052993774414,88.14846483178829,87.05439780507928,87.23443542182923,95480700
2006-07-26,87.82299041748047,88.25230386421661,87.37289913817376,87.65679945460113,84525800
2006-07-27,87.73989868164062,88.41849860166506,87.38674947413057,88.2038365861856,87257100
2006-07-28,88.61930084228516,88.73008952946142,87.84375890026222,87.96839947517756,82137000
2006-07-31,88.52928161621094,88.60545115182293,88.25230196698071,88.39772037711082,49593100
2006-08-01,88.093017578125,88.20380623703979,87.66369897783365,88.1761077515746,65225600
2006-08-02,88.68853759765625,88.95167061494855,88.32154184506103,88.34231439212162,64770900
2006-08-03,88.92399597167969,89.01401741569425,88.04459106603943,88.17615233483608,63693800
2006-08-04,88.77162170410156,89.6233277729156,88.2730647599635,89.38097788518114,96294200
2006-08-07,88.56391143798828,88.68855202357243,88.21768817613763,88.56391143798828,45377300
2006-08-08,88.22461700439453,88.95168799122574,87.90608694408616,88.69547558427256,90901300
2006-08-09,87.92683410644531,89.04859902206205,87.67062707181327,88.75776227606615,78910600
2006-08-10,88.1968994140625,88.28691554373646,87.4421300948308,87.64986612693593,69322300
2006-08-11,87.94763946533203,88.0792007199265,87.51832069431566,88.05842816830359,47482200
2006-08-14,88.0168685913086,88.74393947623717,87.88530207540127,88.37693842044028,57839000
2006-08-15,89.06937408447266,89.23555444014971,88.56388594318808,88.80624110012745,68143000
2006-08-16,89.81027221679688,89.94183868854752,89.35325517783903,89.54714983918632,71737600
2006-08-17,90.038818359375,90.27424763567721,89.66490189500651,89.72721954475206,70992800
2006-08-18,90.49584197998047,90.49584197998047,89.73414654298332,90.14961870241738,58288400
2006-08-21,90.10803985595703,90.21190257397303,89.87953131042987,90.1426537180344,42133600
2006-08-22,90.10113525390625,90.37812019361235,89.79645710317708,90.01112439365997,60839900
2006-08-23,89.85186004638672,90.32272919214817,89.45717100925177,90.14268632793241,66592100
2006-08-24,89.7756576538086,90.08726693834686,89.60254608057265,90.01109742348736,57983000
2006-08-25,89.88645935058594,90.1911374363071,89.70642710261109,89.76874473853782,41756000
2006-08-28,90.3157958984375,90.58586018858311,89.768767788355,89.77568844993738,52681500
2006-08-29,90.4197006225586,90.59281231530375,89.88651365045172,90.35738294898614,61817800
2006-08-30,90.4750747680664,90.73819728973353,90.39890521987148,90.62048263632256,50052200
2006-08-31,90.4612045288086,90.70356501460455,90.41965943201944,90.60662293346505,37510300
2006-09-01,91.00130462646484,91.11209858628706,90.5996844465295,90.80742047972275,48794500
2006-09-05,91.17444610595703,91.29909199307907,90.84899534600679,91.06365210982567,52348300
2006-09-06,90.37117004394531,90.82126651451303,90.24653477159582,90.78664208356275,53795600
2006-09-07,89.95567321777344,90.41269016856705,89.56790510166567,90.05953590391348,86269400
2006-09-08,90.21188354492188,90.3365293461406,89.90028489070968,90.07339642814865,45096300
2006-09-11,90.3019790649414,90.49586330078414,89.65799812268645,89.92113125671519,68496600
2006-09-12,91.18829345703125,91.29215621954783,90.2742588832993,90.40582542641798,69875600
