date,amount
2006-12-27,220.0
2007-06-28,220.0
2007-12-27,220.0
2008-06-27,230.0
2008-12-29,230.0
2009-06-29,230.0
2009-12-29,160.0
2010-06-29,160.0
2010-12-29,184.0
2011-06-29,165.0
2011-12-28,165.0
2012-06-28,220.0
2012-12-27,260.0
2013-06-27,210.0
2013-12-27,303.0
2014-06-27,193.0
2014-12-29,225.0
2015-06-29,210.0
2015-12-29,254.0
2016-06-29,200.0
2016-12-28,200.0
2017-06-29,250.0
2017-12-27,290.0
2018-06-28,310.0
2018-12-27,312.0
2019-06-27,350.0
2019-12-27,350.0
2020-06-29,360.0
2020-12-29,360.0
2021-06-29,370.0
2021-12-29,380.0
2022-06-29,380.0
2022-12-28,390.0
2023-06-29,385.0
2023-12-27,390.0
2024-06-27,380.0
2024-12-27,380.0
2025-06-27,380.0
2025-12-29,380.0
2026-06-29,350.0
