date,amount
2011-12-19,0.040667
2012-03-19,0.046
2012-06-18,0.068667
2012-09-17,0.069333
2012-12-24,0.086
2013-03-18,0.066333
2013-06-24,0.075
2013-09-23,0.077
2013-12-23,0.083
2014-03-24,0.082667
2014-06-23,0.089667
2014-09-22,0.084667
2014-12-22,0.091667
2015-03-23,0.09
2015-06-22,0.102
2015-09-21,0.099667
2015-12-21,0.090667
2016-03-21,0.099333
2016-06-20,0.105667
2016-09-19,0.081333
2016-12-19,0.133
2017-03-20,0.108667
2017-06-19,0.110333
2017-09-18,0.114667
2017-12-18,0.115
2018-03-16,0.087333
2018-06-26,0.135333
2018-09-25,0.122333
2018-12-12,0.135
2019-03-20,0.117333
2019-06-26,0.140333
2019-09-25,0.162
2019-12-12,0.155333
2020-03-25,0.147333
2020-06-24,0.147333
2020-09-23,0.181
2020-12-10,0.200667
2021-03-24,0.167667
2021-06-23,0.18
2021-09-22,0.195667
2021-12-08,0.206667
2022-03-23,0.172667
2022-06-22,0.234667
2022-09-21,0.212333
2022-12-07,0.234333
2023-03-22,0.199
2023-06-21,0.221667
2023-09-20,0.218333
2023-12-06,0.247333
2024-03-20,0.203667
2024-06-26,0.274667
2024-09-25,0.251667
2024-12-11,0.265
2025-03-26,0.249
2025-06-25,0.26
2025-09-24,0.26
2025-12-10,0.278
2026-03-25,0.257
2026-06-24,0.253
