date,amount
2006-07-28,0.114341
2006-08-30,0.121124
2006-09-28,0.122093
2006-10-30,0.122093
2006-11-29,0.122093
2006-12-28,0.122093
2007-01-30,0.122093
2007-02-27,0.122093
2007-03-29,0.123062
2007-04-27,0.123062
2007-05-30,0.123062
2007-06-28,0.124031
2007-07-30,0.124031
2007-08-30,0.131783
2007-09-27,0.131783
2007-10-30,0.131783
2007-11-29,0.131783
2007-12-28,0.132752
2008-01-30,0.132752
2008-02-28,0.132752
2008-03-28,0.132752
2008-04-29,0.132752
2008-05-29,0.132752
2008-06-27,0.133721
2008-07-30,0.133721
2008-08-28,0.136628
2008-09-29,0.136628
2008-10-30,0.136628
2008-11-26,0.136628
2008-12-30,0.137597
2009-01-29,0.137597
2009-02-26,0.137597
2009-03-30,0.137597
2009-04-29,0.137597
2009-05-28,0.137597
2009-06-29,0.137597
2009-07-30,0.137597
2009-08-28,0.137597
2009-09-29,0.138566
2009-10-29,0.138566
2009-11-27,0.138566
2009-12-30,0.138566
2010-01-28,0.138566
2010-02-25,0.138566
2010-03-30,0.138566
2010-04-29,0.138566
2010-05-27,0.138566
2010-06-29,0.139535
2010-07-29,0.139535
2010-08-30,0.139535
2010-09-29,0.139535
2010-10-28,0.139535
2010-11-29,0.139535
2010-12-30,0.139535
2011-01-28,0.139535
2011-02-25,0.139535
2011-03-30,0.140504
2011-04-28,0.140504
2011-05-27,0.140504
2011-06-29,0.140504
2011-07-28,0.140504
2011-09-01,0.140504
2011-09-29,0.140504
2011-10-28,0.140504
2011-11-29,0.140504
2011-12-28,0.141473
2012-01-30,0.141473
2012-02-28,0.141473
2012-03-29,0.141473
2012-04-27,0.141473
2012-05-30,0.141473
2012-06-28,0.141473
2012-07-30,0.141473
2012-08-30,0.146318
2012-09-27,0.146318
2012-10-31,0.146318
2012-11-29,0.146318
2012-12-28,0.147287
2013-01-30,0.175388
2013-02-27,0.175388
2013-03-27,0.175388
2013-04-29,0.175388
2013-05-30,0.175388
2013-06-27,0.176357
2013-07-30,0.176357
2013-08-29,0.176357
2013-09-27,0.176357
2013-10-30,0.176357
2013-11-27,0.176357
2013-12-30,0.176357
2014-01-30,0.176357
2014-02-27,0.176357
2014-03-28,0.176357
2014-04-29,0.176357
2014-05-29,0.176357
2014-06-27,0.177326
2014-07-30,0.177326
2014-08-28,0.177326
2014-09-29,0.177326
2014-10-30,0.177326
2014-11-26,0.177326
2014-12-30,0.177326
2015-01-29,0.18314
2015-02-26,0.18314
2015-03-30,0.184109
2015-04-29,0.184109
2015-05-28,0.184109
2015-06-29,0.184109
2015-07-30,0.184109
2015-08-28,0.184109
2015-09-29,0.185078
2015-10-29,0.185078
2015-11-27,0.185078
2015-12-30,0.185078
2016-01-28,0.192829
2016-02-26,0.192829
2016-03-30,0.192829
2016-04-28,0.192829
2016-05-27,0.192829
2016-06-29,0.193798
2016-07-28,0.193798
2016-08-30,0.195736
2016-09-29,0.195736
2016-10-28,0.195736
2016-11-29,0.195736
2016-12-29,0.196705
2017-01-30,0.204457
2017-02-27,0.204457
2017-03-30,0.204457
2017-04-27,0.204457
2017-05-30,0.204457
2017-06-29,0.205426
2017-07-28,0.205426
2017-08-30,0.205426
2017-09-29,0.205426
2017-10-31,0.205426
2017-11-30,0.205426
2017-12-29,0.206395
2018-01-31,0.212209
2018-02-28,0.212209
2018-03-29,0.213178
2018-04-30,0.213178
2018-05-31,0.213178
2018-06-29,0.213178
