date,amount
2023-12-04,0.375
2023-12-28,0.387
2024-02-02,0.391
2024-03-04,0.404
2024-04-02,0.407
2024-05-02,0.388
2024-06-04,0.406
2024-07-02,0.42
2024-08-02,0.41
2024-09-04,0.411
2024-10-02,0.418
2024-11-04,0.414
2024-12-03,0.431
2025-01-03,0.429
2025-02-03,0.438
2025-03-03,0.415
2025-04-01,0.386
2025-05-01,0.388
2025-06-02,0.415
2025-07-01,0.435
2025-08-01,0.442
2025-09-02,0.443
2025-10-01,0.458
2025-11-03,0.474
2025-12-01,0.465
2026-01-02,0.463
2026-02-02,0.466
2026-03-02,0.453
2026-04-01,0.432
2026-05-01,0.483
2026-06-01,0.519
2026-07-01,0.519
